id_empresa	id_formula	fecha	orden_empaque	id_ingrediente	cantidad_digitada	cant_calculada	cant_formula_total	cant_formula_batche	costo_unitario	costo_total	tipo_registro	orden_empaq_anterior	id_usuario	fec_registro	ind_macro
01	PTCI111	26/08/1998 00:00:00	8935	MAMP005	0	0	0	0	0	0	P	8934	ERSS	27/08/1998 17:12:42:05	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP010	60529.000	34.000	0	0	475.54	16168.36	P	8934	ERSS	27/08/1998 17:12:42:1	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP015	56883.000	27.000	0	0	878.00	23706.00	P	8934	ERSS	27/08/1998 17:12:42:1	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP020	46641.000	0	0	0	510.00	0	P	8934	ERSS	27/08/1998 17:12:42:16	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP025	3757.000	0	0	0	241.39	0	P	8934	ERSS	27/08/1998 17:12:42:16	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP030	86640.000	0	0	0	160.01	0	P	8934	ERSS	27/08/1998 17:12:42:21	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP035	577.000	0	0	0	22.00	0	P	8934	ERSS	27/08/1998 17:12:42:21	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP040	814164.000	584.000	0	0	395.38	230901.92	P	8934	ERSS	27/08/1998 17:12:42:27	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP045	237539.000	66.000	0	0	524.61	34624.26	P	8934	ERSS	27/08/1998 17:12:42:27	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP050	9202.000	29.000	0	0	54.23	1572.67	P	8934	ERSS	27/08/1998 17:12:42:32	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP055	353879.000	0	0	0	41.03	0	P	8934	ERSS	27/08/1998 17:12:42:32	S
01	PTCI111	26/08/1998 00:00:00	8935	MAMP060	0	0	0	0	44.92	0	P	8934	ERSS	27/08/1998 17:12:42:38	S
01	PTCI111	26/08/1998 00:00:00	8935	MIDR020	0	2.740	0	0	4332.45	11870.91	C		ERSS	27/08/1998 17:13:05:83	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR030	0	1.000	0	0	11.00	11.00	C		ERSS	27/08/1998 17:13:05:94	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR050	0	0.720	0	0	22099.73	15911.81	C		ERSS	27/08/1998 17:13:05:94	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR055	0	1.080	0	0	1207.00	1303.56	C		ERSS	27/08/1998 17:13:00	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR065	0	5.400	0	0	100.00	540.00	C		ERSS	27/08/1998 17:13:00	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR085	0	0.720	0	0	1390.13	1000.89	C		ERSS	27/08/1998 17:13:06:05	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR090	0	0.054	0	0	30202.55	1630.94	C		ERSS	27/08/1998 17:13:06:05	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR095	0	0.090	0	0	14748.54	1327.37	C		ERSS	27/08/1998 17:13:06:11	N
01	PTCI111	26/08/1998 00:00:00	8935	MIDR130	0	0.210	0	0	2950.00	619.50	C		ERSS	27/08/1998 17:13:06:11	N
01	PTCI111	31/08/1998 00:00:00	8983	MAMP000	3179477.000	1071.000	0	0	302.92	324427.32	P	8982	ERSS	03/09/1998 09:16:26:51	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP005	0	0	0	0	0	0	P	8982	ERSS	03/09/1998 09:16:26:62	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP010	74379.000	35.000	0	0	472.98	16554.30	P	8982	ERSS	03/09/1998 09:16:26:62	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP015	69534.000	26.000	0	0	877.03	22802.78	P	8982	ERSS	03/09/1998 09:16:26:68	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP020	46641.000	0	0	0	510.00	0	P	8982	ERSS	03/09/1998 09:16:26:68	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP025	3757.000	0	0	0	240.15	0	P	8982	ERSS	03/09/1998 09:16:26:73	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP030	105329.000	0	0	0	160.00	0	P	8982	ERSS	03/09/1998 09:16:26:73	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP035	914.000	0	0	0	22.00	0	P	8982	ERSS	03/09/1998 09:16:26:79	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP040	983804.000	580.000	0	0	395.38	229320.40	P	8982	ERSS	03/09/1998 09:16:26:79	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP045	305540.000	53.000	0	0	524.61	27804.33	P	8982	ERSS	03/09/1998 09:16:26:84	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP050	10847.000	28.000	0	0	54.23	1518.44	P	8982	ERSS	03/09/1998 09:16:26:84	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP055	427790.000	0	0	0	40.99	0	P	8982	ERSS	03/09/1998 09:16:26:9	S
01	PTCI111	31/08/1998 00:00:00	8983	MAMP060	0	0	0	0	44.92	0	P	8982	ERSS	03/09/1998 09:16:26:9	S
01	PTCI111	31/08/1998 00:00:00	8983	MIDR020	0	2.740	0	0	4401.63	12060.47	C		ERSS	03/09/1998 09:18:47:83	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR030	0	1.000	0	0	11.00	11.00	C		ERSS	03/09/1998 09:18:47:89	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR050	0	0.720	0	0	22099.73	15911.81	C		ERSS	03/09/1998 09:18:47:89	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR055	0	1.080	0	0	1207.00	1303.56	C		ERSS	03/09/1998 09:18:47:94	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR065	0	5.400	0	0	100.00	540.00	C		ERSS	03/09/1998 09:18:47:94	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR085	0	0.720	0	0	1390.13	1000.89	C		ERSS	03/09/1998 09:18:00	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR090	0	0.054	0	0	30202.55	1630.94	C		ERSS	03/09/1998 09:18:00	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR095	0	0.090	0	0	14748.54	1327.37	C		ERSS	03/09/1998 09:18:48:05	N
01	PTCI111	31/08/1998 00:00:00	8983	MIDR130	0	0.210	0	0	2950.00	619.50	C		ERSS	03/09/1998 09:18:48:05	N
01	PTCI111	15/09/1998 00:00:00	9131	MAMP000	1619074.000	3207.000	0	0	303.62	973709.34	P	9130	IBPC	22/09/1998 17:41:36:81	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP005	0	0	0	0	0	0	P	9130	IBPC	22/09/1998 17:41:36:87	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP010	43137.000	105.000	0	0	472.81	49645.05	P	9130	IBPC	22/09/1998 17:41:36:92	S
